accession_number,filing_date,report_date,form,primary_document,description,filing_url
0000315066-07-001800,2007-02-14,,SC 13G/A,filing.txt,DOC ONE,https://www.sec.gov/Archives/edgar/data/1326380/000031506607001800/filing.txt
0000315066-07-001799,2007-02-14,,SC 13G/A,filing.txt,DOC ONE,https://www.sec.gov/Archives/edgar/data/1326380/000031506607001799/filing.txt
0000902219-07-000791,2007-02-14,,SC 13G/A,sec_filing.htm,SEC FILING,https://www.sec.gov/Archives/edgar/data/1326380/000090221907000791/sec_filing.htm
0000950138-07-000115,2007-02-14,2007-02-13,8-K,feb13-8k.htm,,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000115/feb13-8k.htm
0000950138-07-000193,2007-02-28,2007-02-23,3,xslF345X02/feb28_bartel-3ex.xml,,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000193/xslF345X02/feb28_bartel-3ex.xml
0000898358-07-000015,2007-03-02,,SC 13G,gamestopcorp.txt,,https://www.sec.gov/Archives/edgar/data/1326380/000089835807000015/gamestopcorp.txt
0001157523-07-003014,2007-03-27,2007-03-27,8-K,a5363885.txt,GAMESTOP CORP. 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000115752307003014/a5363885.txt
0000950138-07-000258,2007-03-30,2007-03-29,4,xslF345X02/march29_freeman4-1ex.xml,GAMESTOP\2007\MARCH 29 FREEMAN-4(1),https://www.sec.gov/Archives/edgar/data/1326380/000095013807000258/xslF345X02/march29_freeman4-1ex.xml
0000950134-07-007555,2007-04-04,2007-02-03,10-K,d45113e10vk.htm,FORM 10-K,https://www.sec.gov/Archives/edgar/data/1326380/000095013407007555/d45113e10vk.htm
0000315066-07-002579,2007-04-10,,SC 13G/A,filing.txt,DOC ONE,https://www.sec.gov/Archives/edgar/data/1326380/000031506607002579/filing.txt
0000950138-07-000288,2007-04-19,2007-04-17,4,xslF345X02/april19_fontaine-4ex.xml,GAMESTOP\2007\APRIL 19 FONTAINE-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000288/xslF345X02/april19_fontaine-4ex.xml
0000950138-07-000287,2007-04-19,2007-04-17,4,xslF345X02/april19_dematteo-4ex.xml,GAMESTOP\2007\APRIL 19 DEMATTEO-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000287/xslF345X02/april19_dematteo-4ex.xml
0000950138-07-000294,2007-04-20,2007-04-19,4,xslF345X02/april20_shern-4ex.xml,GAMESTOP\2007 FILINGS\APRIL 20 SHERN-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000294/xslF345X02/april20_shern-4ex.xml
0000950138-07-000293,2007-04-20,2007-04-18,4,xslF345X02/april20_carlson-4ex.xml,GAMESTOP\2007 FILINGS\APRIL 20 CARLSON-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000293/xslF345X02/april20_carlson-4ex.xml
0000950138-07-000302,2007-04-26,2007-04-26,8-K,april_26-8k.htm,GAMESTOP\2007 FILINGS\APRIL 26 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000302/april_26-8k.htm
0000950138-07-000313,2007-04-27,2007-04-25,4,xslF345X02/apr25lriggio-4_ex.xml,,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000313/xslF345X02/apr25lriggio-4_ex.xml
0000950138-07-000324,2007-05-04,2007-05-02,4,xslF345X02/may4szczepanski-4_ex.xml,,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000324/xslF345X02/may4szczepanski-4_ex.xml
0000950138-07-000323,2007-05-04,2007-05-02,4,xslF345X02/may4_kim-4ex.xml,GAMESTOP\2007 FILINGS\MAY 4 KIM-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000323/xslF345X02/may4_kim-4ex.xml
0000950138-07-000334,2007-05-07,,SC 13D/A,may_13da-lriggio.htm,GAMESTOP\2007 FILINGS\MAY 13DA-L RIGGIO,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000334/may_13da-lriggio.htm
0001137439-07-000162,2007-05-09,,SC 13D/A,kimfamgs13d050807.htm,,https://www.sec.gov/Archives/edgar/data/1326380/000113743907000162/kimfamgs13d050807.htm
0001157523-07-005529,2007-05-23,2007-05-23,8-K,a5409898.txt,GAMESTOP CORP. 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000115752307005529/a5409898.txt
0000950134-07-012490,2007-05-29,2007-06-28,DEF 14A,d46723def14a.htm,DEFINITIVE PROXY STATEMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013407012490/d46723def14a.htm
0000950138-07-000452,2007-06-04,2007-05-31,4,xslF345X02/june4_dematteo-4ex.xml,GAMESTOP\2007 FILINGS\JUNE 4 DEMATTEO-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000452/xslF345X02/june4_dematteo-4ex.xml
0000950138-07-000451,2007-06-04,2007-05-31,4,xslF345X02/june4_carlson-4ex.xml,GAMESTOP\2007 FILINGS\JUNE 4 CARLSON-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000451/xslF345X02/june4_carlson-4ex.xml
0000950134-07-013384,2007-06-14,2007-05-05,10-Q,d47452e10vq.htm,FORM 10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000095013407013384/d47452e10vq.htm
0000950138-07-000494,2007-06-18,2007-06-14,4,xslF345X02/june18_volkwein-4ex.xml,GAMESTOP\2007\JUNE 18 VOLKWEIN-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000494/xslF345X02/june18_volkwein-4ex.xml
0000950138-07-000513,2007-06-20,2007-06-19,4,xslF345X02/june20_kim-4ex.xml,,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000513/xslF345X02/june20_kim-4ex.xml
0000950138-07-000512,2007-06-20,2007-06-18,4,xslF345X02/june20_morgan-4ex.xml,GAMESTOP\2007 FILINGS\JUNE 20 MORGAN-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000512/xslF345X02/june20_morgan-4ex.xml
0000950138-07-000534,2007-06-22,2007-06-21,4,xslF345X02/june22_kim-4ex.xml,GAMESTOP\2007 FILINGS\JUNE 22 KIM-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000534/xslF345X02/june22_kim-4ex.xml
0000950138-07-000553,2007-06-26,2007-06-25,4,xslF345X02/june25_kim-4ex.xml,JUNE 25 KIM FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000553/xslF345X02/june25_kim-4ex.xml
0000950138-07-000570,2007-07-05,2007-07-03,4,xslF345X02/july5_bartel-4ex.xml,GAMESTOP\2007 FILINGS\JUNE 5 BARTEL-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000570/xslF345X02/july5_bartel-4ex.xml
0000950138-07-000568,2007-07-05,2007-07-03,8-K,july5_8-k.htm,GAMESTOP\2007 FILINGS\JULY 5 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000568/july5_8-k.htm
0000950138-07-000572,2007-07-06,2007-06-28,3,xslF345X02/july5_koonin-3ex.xml,GAMESTOP\2007 FILINGS\JULY 5 KOONIN-3,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000572/xslF345X02/july5_koonin-3ex.xml
0000950138-07-000587,2007-07-23,,S-8,july_s-8.htm,GAMESTOP\2007 FILINGS\JULY S-8,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000587/july_s-8.htm
0001157523-07-008703,2007-08-23,2007-08-23,8-K,a5477539.txt,GAMESTOP CORP. 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000115752307008703/a5477539.txt
0000950138-07-000679,2007-08-31,2007-08-30,4,xslF345X02/aug31_fontaine-4ex.xml,GAMESTOP\2007 FILINGS\AUG 31 FONTAINE-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000679/xslF345X02/aug31_fontaine-4ex.xml
0000950138-07-000696,2007-09-06,2007-09-04,4,xslF345X02/sept6_carlson-4ex.xml,GAMESTOP\2007 FILINGS\SEPT 6 CARLSON-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000696/xslF345X02/sept6_carlson-4ex.xml
0000950134-07-019687,2007-09-07,2007-08-04,10-Q,d49727e10vq.htm,FORM 10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000095013407019687/d49727e10vq.htm
0000950138-07-000717,2007-09-12,2007-09-10,4,xslF345X02/sept12_shern-4ex.xml,GAMESTOP\2007 FILINGS\SEPT 12 SHERN-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000717/xslF345X02/sept12_shern-4ex.xml
0000950138-07-000727,2007-09-14,2007-09-13,4,xslF345X02/sept14_dematteo-4ex.xml,GAMESTOP\2007 FILINGS\SEPT 14 DEMATTEO-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000727/xslF345X02/sept14_dematteo-4ex.xml
0000950138-07-000741,2007-09-21,2007-09-20,4,xslF345X02/sept21_lloyd-4ex.xml,GAMESTOP\2007 FILINGS\SEPT 21 LLOYD-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000741/xslF345X02/sept21_lloyd-4ex.xml
0000950138-07-000740,2007-09-21,2007-09-19,4,xslF345X02/sept21_rosen-4ex.xml,GAMESTOP\2007 FILINGS\SEPT 21 ROSEN-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000740/xslF345X02/sept21_rosen-4ex.xml
0000000000-07-047126,2007-09-27,,UPLOAD,filename1.pdf,,https://www.sec.gov/Archives/edgar/data/1326380/000000000007047126/filename1.pdf
0000950138-07-000757,2007-09-28,2007-09-26,4,xslF345X02/sept26_bartel-4ex.xml,\GAMESTOP\2007 FILINGS\,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000757/xslF345X02/sept26_bartel-4ex.xml
0000950138-07-000767,2007-10-03,2007-10-02,4,xslF345X02/oct3_volkwein-4ex.xml,GAMESTOP\2007 FILINGS\OCT 3 VOLKWEIN-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000767/xslF345X02/oct3_volkwein-4ex.xml
0000950134-07-021164,2007-10-11,,CORRESP,filename1.htm,,https://www.sec.gov/Archives/edgar/data/1326380/000095013407021164/filename1.htm
0000950138-07-000800,2007-10-12,2007-10-11,4,xslF345X02/oct12_szczepanski-4ex.xml,GAMESTOP\2007 FILINGS\OCT 12 SZCZEPANSKI-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000800/xslF345X02/oct12_szczepanski-4ex.xml
0000950138-07-000854,2007-10-26,2007-10-24,4,xslF345X02/oct26_lriggio-4ex.xml,GAMESTOP\2007 FILINGS\OCT 26 L RIGGIO-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000854/xslF345X02/oct26_lriggio-4ex.xml
0000950138-07-000863,2007-10-31,2007-10-29,4,xslF345X02/oct31_lriggio-4ex.xml,\GAMESTOP\2007\OCT 31 L RIGGIO-4\,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000863/xslF345X02/oct31_lriggio-4ex.xml
0000950138-07-000861,2007-10-31,,SC 13D/A,oct31_13da-lriggio.htm,\GAMESTOP\2007\OCT 31 13DA-L RIGGIO\,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000861/oct31_13da-lriggio.htm
0000000000-07-053916,2007-11-02,,UPLOAD,filename1.pdf,,https://www.sec.gov/Archives/edgar/data/1326380/000000000007053916/filename1.pdf
0001157523-07-011502,2007-11-20,2007-11-20,8-K,a5550811.txt,GAMESTOP CORP. 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000115752307011502/a5550811.txt
0000950134-07-024686,2007-11-30,,CORRESP,filename1.htm,,https://www.sec.gov/Archives/edgar/data/1326380/000095013407024686/filename1.htm
0000950134-07-025084,2007-12-07,2007-11-03,10-Q,d52126e10vq.htm,FORM 10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000095013407025084/d52126e10vq.htm
0000000000-08-001224,2008-01-08,,UPLOAD,filename1.pdf,,https://www.sec.gov/Archives/edgar/data/1326380/000000000008001224/filename1.pdf
0001157523-08-001092,2008-02-07,2008-02-07,8-K,a5605559.htm,GAMESTOP CORP. 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000115752308001092/a5605559.htm
0000950138-08-000119,2008-02-11,2008-02-07,4,xslF345X02/feb11_zilavy-4exex.xml,GAMESTOP\2008 FILINGS\FEB 11 ZILAVY-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000119/xslF345X02/feb11_zilavy-4exex.xml
0000950138-08-000118,2008-02-11,2008-02-07,4,xslF345X02/feb11_volkwein-4ex.xml,GAMESTOP\2008 FILINGS\FEB 11 VOLKWEIN-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000118/xslF345X02/feb11_volkwein-4ex.xml
0000950138-08-000117,2008-02-11,2008-02-07,4,xslF345X02/feb11_szczepanski-4exex.xml,GAMESTOP\2008 FILINGS\FEB 11 SZCZEPANSKI-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000117/xslF345X02/feb11_szczepanski-4exex.xml
0000950138-08-000116,2008-02-11,2008-02-07,4,xslF345X02/feb11_steinberg-4exex.xml,GAMESTOP\2008 FILINGS\FEB 11 STEINBERG-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000116/xslF345X02/feb11_steinberg-4exex.xml
0000950138-08-000115,2008-02-11,2008-02-07,4,xslF345X02/feb11_shern-4ex.xml,GAMESTOP\2008 FILINGS\FEB 11 SHERN-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000115/xslF345X02/feb11_shern-4ex.xml
0000950138-08-000114,2008-02-11,2008-02-07,4,xslF345X02/feb11_rosen-4exex.xml,GAMESTOP\2208 FILINGS\FEB 11 ROSEN-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000114/xslF345X02/feb11_rosen-4exex.xml
0000950138-08-000113,2008-02-11,2008-02-07,4,xslF345X02/feb11_morgan-4ex.xml,GAMESTOP\2008 FILINGS\FEB 11 MORGAN-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000113/xslF345X02/feb11_morgan-4ex.xml
0000950138-08-000112,2008-02-11,2008-02-07,4,xslF345X02/feb11_lloyd-4ex.xml,GAMESTOP\2008 FILINGS\FEB 11 LLOYD-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000112/xslF345X02/feb11_lloyd-4ex.xml
0000950138-08-000111,2008-02-11,2008-02-07,4,xslF345X02/feb11_lriggio-4ex.xml,GAMESTOP\2008 FILINGS\FEB 11 LEN RIGGIO-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000111/xslF345X02/feb11_lriggio-4ex.xml
0000950138-08-000110,2008-02-11,2008-02-07,4,xslF345X02/feb11_koonin-4exex.xml,GAMESTOP\2008 FILINGS\FEB 11 KOONIN-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000110/xslF345X02/feb11_koonin-4exex.xml
0000950138-08-000109,2008-02-11,2008-02-07,4,xslF345X02/feb11_freeman-4exex.xml,GAMESTOP\2008 FILINGS\FEB 11 FREEMAN-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000109/xslF345X02/feb11_freeman-4exex.xml
0000950138-08-000108,2008-02-11,2008-02-07,4,xslF345X02/feb11_fontaine-4ex.xml,GAMESTOP\2008 FILINGS\FEB 11 FONTAINE-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000108/xslF345X02/feb11_fontaine-4ex.xml
0000950138-08-000107,2008-02-11,2008-02-07,4,xslF345X02/feb11_dematteo-4ex.xml,GAMESTOP\2008 FILINGS\FEB 11 DEMATTEO-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000107/xslF345X02/feb11_dematteo-4ex.xml
0000950138-08-000106,2008-02-11,2008-02-07,4,xslF345X02/feb11_davis-4exex.xml,\GAMSSTOP\20078 FILINGS\FEB 11 DAVIS-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000106/xslF345X02/feb11_davis-4exex.xml
0000950138-08-000105,2008-02-11,2008-02-07,4,xslF345X02/feb11_carlson-4ex.xml,GAMESTOP\2008 FILINGS\FEB 11 CARLSON-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000105/xslF345X02/feb11_carlson-4ex.xml
0000950138-08-000104,2008-02-11,2008-02-07,4,xslF345X02/feb11_bartel-4ex.xml,GAMESTOP\2008 FILINGS\FEB 11 BARTEL-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000104/xslF345X02/feb11_bartel-4ex.xml
0000052388-08-000052,2008-02-13,,SC 13G/A,sc13g-a1.htm,SCHEDULE 13G/A (AMENDMENT NO. 1),https://www.sec.gov/Archives/edgar/data/1326380/000005238808000052/sc13g-a1.htm
0000950138-08-000127,2008-02-13,2008-02-13,8-K,feb13_8-k.htm,\GAMESTOP\2008 FILINGS\FEB 13 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000127/feb13_8-k.htm
0000315066-08-001659,2008-02-14,,SC 13G/A,filing.txt,DOC ONE,https://www.sec.gov/Archives/edgar/data/1326380/000031506608001659/filing.txt
0000919574-08-001184,2008-02-14,,SC 13G/A,d850147_13g-a.txt,,https://www.sec.gov/Archives/edgar/data/1326380/000091957408001184/d850147_13g-a.txt
0000950138-08-000153,2008-02-15,2008-02-14,4,xslF345X02/feb15_freeman-4ex.xml,GAMESTOP\2008 FILINGS\FEB 15 FREEMAN-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000153/xslF345X02/feb15_freeman-4ex.xml
0000950138-08-000152,2008-02-15,2008-02-14,4,xslF345X02/feb15_fontaine-4ex.xml,GAMESTOP\2008 FILINGS\FEB 15 FONTAINE-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000152/xslF345X02/feb15_fontaine-4ex.xml
0000950138-08-000151,2008-02-15,2008-02-14,4,xslF345X02/feb15_dematteo-4ex.xml,GAMESTOP\2008 FILINGS\FEB 15 DEMATTEO-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000151/xslF345X02/feb15_dematteo-4ex.xml
0000950138-08-000150,2008-02-15,2008-02-14,4,xslF345X02/feb15_carlson-4ex.xml,GAMESTOP\2008 FILINGS\FEB 15 CARLSON-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000150/xslF345X02/feb15_carlson-4ex.xml
0001157523-08-001464,2008-02-15,2008-02-15,8-K,a5612283.htm,GAMESTOP CORP. 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000115752308001464/a5612283.htm
0001157523-08-002293,2008-03-18,2008-03-18,8-K,a5636111.htm,GAMESTOP CORP. 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000115752308002293/a5636111.htm
0000950138-08-000236,2008-03-21,2008-03-20,4,xslF345X02/march21_shern-4ex.xml,,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000236/xslF345X02/march21_shern-4ex.xml
0000950138-08-000249,2008-03-26,2008-03-25,4,xslF345X02/march26_freeman-4ex.xml,GAMESTOP\2008 FILINGS\MARCH 26 FREEMAN-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000249/xslF345X02/march26_freeman-4ex.xml
0000950134-08-005418,2008-03-26,,CORRESP,filename1.htm,,https://www.sec.gov/Archives/edgar/data/1326380/000095013408005418/filename1.htm
0000000000-08-016019,2008-03-27,,UPLOAD,filename1.pdf,,https://www.sec.gov/Archives/edgar/data/1326380/000000000008016019/filename1.pdf
0000950138-08-000262,2008-03-31,2008-03-28,4,xslF345X02/mar31zilavy-4.xml,\GAMESTOP\2008\MARCH 31 ZILAVY-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000262/xslF345X02/mar31zilavy-4.xml
0000950134-08-005892,2008-04-02,2008-02-02,10-K,d55358e10vk.htm,FORM 10-K,https://www.sec.gov/Archives/edgar/data/1326380/000095013408005892/d55358e10vk.htm
0000950138-08-000284,2008-04-07,2008-04-04,4,xslF345X02/april7_davis-4ex.xml,GAMESTOP\2008 FILINGS\APRIL 7 DAVIS-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000284/xslF345X02/april7_davis-4ex.xml
0001157523-08-002937,2008-04-16,2008-04-14,8-K,a5659189.txt,GAMESTOP CORP. 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000115752308002937/a5659189.txt
0000950138-08-000303,2008-04-18,2008-04-18,8-K,april18_8-k.htm,GAMESTOP\2008 FILINGS\APRIL 18 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000303/april18_8-k.htm
0000950138-08-000323,2008-04-25,2008-04-25,4,xslF345X02/fontaine-4.xml,GAMESTOP\2008\APRIL 25 FONTAINE-4\,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000323/xslF345X02/fontaine-4.xml
0000950138-08-000322,2008-04-25,2008-04-23,4,xslF345X02/april25_dematteo-4ex.xml,GAMESTOP\2008 FILINGS\APRIL 25 DEMATTEO-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000322/xslF345X02/april25_dematteo-4ex.xml
0000950138-08-000321,2008-04-25,2008-04-23,4,xslF345X02/april25_carlson-4ex.xml,GAMESTOP\2008 FILINGS\APRIL 25 CARLSON-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000321/xslF345X02/april25_carlson-4ex.xml
0001157523-08-004529,2008-05-22,2008-05-22,8-K,a5691949.htm,GAMESTOP CORP. 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000115752308004529/a5691949.htm
0000950134-08-010170,2008-05-23,2008-06-24,DEF 14A,d56797ddef14a.htm,DEFINITIVE PROXY STATEMENT,https://www.sec.gov/Archives/edgar/data/1326380/000095013408010170/d56797ddef14a.htm
0000950134-08-011106,2008-06-12,2008-05-03,10-Q,d57541e10vq.htm,FORM 10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000095013408011106/d57541e10vq.htm
0001157523-08-007019,2008-08-21,2008-08-21,8-K,a5760529.htm,GAMESTOP CORP. 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000115752308007019/a5760529.htm
0000950138-08-000664,2008-09-04,2008-09-04,8-K,sept4_8-k.htm,GAMESTOP\2008 FILINGS\SEPT 4 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000664/sept4_8-k.htm
0000950134-08-016477,2008-09-11,2008-08-02,10-Q,d60148e10vq.htm,FORM 10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000095013408016477/d60148e10vq.htm
0000950138-08-000678,2008-09-12,2008-09-12,8-K,sept12_8-k.htm,GAMESTOP\2008 FILINGS\SEPT 12 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000678/sept12_8-k.htm
0000950138-08-000677,2008-09-12,2008-09-07,3,xslF345X02/sept12_raines-3ex.xml,,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000677/xslF345X02/sept12_raines-3ex.xml
0000950138-08-000730,2008-10-02,2008-10-01,8-K,oct1_8-k.htm,GAMESTOP\2008 FILINGS\OCT 1 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000730/oct1_8-k.htm
0000950138-08-000770,2008-10-30,2008-10-30,8-K,oct30-8k.htm,GAMESTOP\2008\OCT 30 8-K\,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000770/oct30-8k.htm
0000950138-08-000851,2008-11-18,2008-11-18,8-K,nov18_8-k.htm,GAMESTOP\2008 FILINGS\NOV 18 8-K\,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000851/nov18_8-k.htm
0001157523-08-009454,2008-11-20,2008-11-20,8-K,a5836233.htm,GAMESTOP CORP. 8-K,https://www.sec.gov/Archives/edgar/data/1326380/000115752308009454/a5836233.htm
0000950138-08-000874,2008-11-24,2008-11-24,4,xslF345X03/nov24_dematteo-4ex.xml,GAMESTOP\2008 FILINGS\NOV 24 DEMATTEO-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000874/xslF345X03/nov24_dematteo-4ex.xml
0000950138-08-000873,2008-11-24,2008-11-24,4,xslF345X03/nov24_carlson-4ex.xml,GAMESTOP\2008 FILINGS\NOV 24 CARLSON-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000873/xslF345X03/nov24_carlson-4ex.xml
0000950138-08-000904,2008-11-26,2008-11-24,4,xslF345X03/nov26_steinberg-4ex.xml,GAMESTOP\2008 FILINGS\NOV 26 STEINBERG-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000904/xslF345X03/nov26_steinberg-4ex.xml
0000950138-08-000903,2008-11-26,2008-11-24,4,xslF345X03/nov26_shern-4ex.xml,GAMESTOP\2008 FILINGS\NOV 26 SHERN-4,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000903/xslF345X03/nov26_shern-4ex.xml
